Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Rhett Blackman (11365121),Rhett Blackman,11365121,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,6.9
WR,Alex Morgan (11365124),Alex Morgan,11365124,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,0
WR,Desmond Phillips (11365127),Desmond Phillips,11365127,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,6.83
WR,Bryce Mitchell (11365130),Bryce Mitchell,11365130,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,2
WR,Andrew Davis (11365133),Andrew Davis,11365133,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,2.8
WR,Dakari Carter (11365136),Dakari Carter,11365136,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,0
RB,Dejonte O'Neal (11365161),Dejonte O'Neal,11365161,RB/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,5.2
RB,Khai Williams (11365164),Khai Williams,11365164,RB/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,0
RB,Romello Harris (11365167),Romello Harris,11365167,RB/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,10.7
WR,Derrion Grim (11365182),Derrion Grim,11365182,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,6.1
WR,Erik Brooks (11365185),Erik Brooks,11365185,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,0
WR,Cam Sutton (11365188),Cam Sutton,11365188,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,0
WR,Brian Burt (11365191),Brian Burt,11365191,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,0
WR,Daniel Moraga (11365194),Daniel Moraga,11365194,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,0
WR,David Tangipa (11365197),David Tangipa,11365197,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,1.7
WR,Namani Parker (11365200),Namani Parker,11365200,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,0
WR,Anthony Grayson Jr. (11365203),Anthony Grayson Jr.,11365203,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,0
WR,Patrick Elima-Jeune (11365206),Patrick Elima-Jeune,11365206,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,0
WR,Gunner Javernick (11365209),Gunner Javernick,11365209,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,0
WR,Chris Coleman (11365212),Chris Coleman,11365212,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,-0.3
WR,Jared Torres (11365215),Jared Torres,11365215,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,0
WR,Delvon Hardaway (11365218),Delvon Hardaway,11365218,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,0
WR,Justin Allen (11365221),Justin Allen,11365221,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,3.25
WR,Austin Alexander (11365224),Austin Alexander,11365224,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,0
WR,Ricardo Arias (11365227),Ricardo Arias,11365227,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,0
WR,Frank Dalena (11365230),Frank Dalena,11365230,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,0
WR,Kyle Riddering (11365233),Kyle Riddering,11365233,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,9.9
WR,Emoryie Edwards (11365236),Emoryie Edwards,11365236,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,0
WR,Kevin Parker (11365239),Kevin Parker,11365239,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,0
WR,Zane Pope (11365242),Zane Pope,11365242,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,FRES,0
